ts_event,event_type,description
2025-10-01 10:11:45,GRADE_CHANGE,GSM80 → GSM100
2025-10-01 14:24:45,GRADE_CHANGE,GSM100 → GSM120
2025-10-01 20:49:15,GRADE_CHANGE,GSM120 → GSM80
2025-10-01 22:54:45,GRADE_CHANGE,GSM80 → GSM100
2025-10-02 03:18:30,GRADE_CHANGE,GSM100 → GSM120
2025-10-02 05:21:15,GRADE_CHANGE,GSM120 → GSM80
2025-10-02 07:26:45,GRADE_CHANGE,GSM80 → GSM100
2025-10-02 11:37:15,GRADE_CHANGE,GSM100 → GSM120
2025-10-02 15:52:15,GRADE_CHANGE,GSM120 → GSM80
2025-10-02 20:03:30,GRADE_CHANGE,GSM80 → GSM100
2025-10-02 22:06:15,GRADE_CHANGE,GSM100 → GSM120
2025-10-03 04:27:00,GRADE_CHANGE,GSM120 → GSM80
2025-10-03 08:42:30,GRADE_CHANGE,GSM80 → GSM100
2025-10-03 10:47:15,GRADE_CHANGE,GSM100 → GSM120
2025-10-03 12:53:45,GRADE_CHANGE,GSM120 → GSM80
2025-10-03 17:04:45,GRADE_CHANGE,GSM80 → GSM100
2025-10-03 19:11:45,GRADE_CHANGE,GSM100 → GSM120
2025-10-03 23:26:30,GRADE_CHANGE,GSM120 → GSM80
2025-10-04 03:38:15,GRADE_CHANGE,GSM80 → GSM100
2025-10-04 05:44:30,GRADE_CHANGE,GSM100 → GSM120
2025-10-04 09:57:00,GRADE_CHANGE,GSM120 → GSM80
2025-10-04 12:06:30,GRADE_CHANGE,GSM80 → GSM100
2025-10-04 16:22:30,GRADE_CHANGE,GSM100 → GSM120
2025-10-04 18:28:15,GRADE_CHANGE,GSM120 → GSM80
2025-10-04 22:39:00,GRADE_CHANGE,GSM80 → GSM100
2025-10-05 02:51:00,GRADE_CHANGE,GSM100 → GSM120
2025-10-05 04:57:30,GRADE_CHANGE,GSM120 → GSM80
2025-10-05 09:08:00,GRADE_CHANGE,GSM80 → GSM100
2025-10-05 13:23:30,GRADE_CHANGE,GSM100 → GSM120
2025-10-05 15:31:00,GRADE_CHANGE,GSM120 → GSM80
2025-10-05 19:40:30,GRADE_CHANGE,GSM80 → GSM100
2025-10-05 21:45:45,GRADE_CHANGE,GSM100 → GSM120
2025-10-05 23:52:00,GRADE_CHANGE,GSM120 → GSM80
2025-10-06 06:10:30,GRADE_CHANGE,GSM80 → GSM100
2025-10-06 10:23:15,GRADE_CHANGE,GSM100 → GSM120
2025-10-06 14:42:45,GRADE_CHANGE,GSM120 → GSM80
2025-10-06 18:58:15,GRADE_CHANGE,GSM80 → GSM100
2025-10-06 21:00:45,GRADE_CHANGE,GSM100 → GSM120
2025-10-07 01:05:30,GRADE_CHANGE,GSM120 → GSM80
2025-10-07 05:17:00,GRADE_CHANGE,GSM80 → GSM100
2025-10-07 07:22:15,GRADE_CHANGE,GSM100 → GSM120
2025-10-07 09:25:30,GRADE_CHANGE,GSM120 → GSM80
2025-10-07 11:35:15,GRADE_CHANGE,GSM80 → GSM100
2025-10-07 17:57:15,GRADE_CHANGE,GSM100 → GSM120
2025-10-07 20:03:15,GRADE_CHANGE,GSM120 → GSM80
2025-10-08 00:11:15,GRADE_CHANGE,GSM80 → GSM100
2025-10-08 04:27:45,GRADE_CHANGE,GSM100 → GSM120
2025-10-08 06:37:15,GRADE_CHANGE,GSM120 → GSM80
2025-10-08 10:55:00,GRADE_CHANGE,GSM80 → GSM100
2025-10-08 15:09:45,GRADE_CHANGE,GSM100 → GSM120
2025-10-08 19:20:15,GRADE_CHANGE,GSM120 → GSM80
2025-10-08 23:43:00,GRADE_CHANGE,GSM80 → GSM100
2025-10-09 05:54:00,GRADE_CHANGE,GSM100 → GSM120
2025-10-09 10:02:45,GRADE_CHANGE,GSM120 → GSM80
2025-10-09 14:11:15,GRADE_CHANGE,GSM80 → GSM100
2025-10-09 18:22:00,GRADE_CHANGE,GSM100 → GSM120
2025-10-09 20:28:15,GRADE_CHANGE,GSM120 → GSM80
2025-10-09 22:32:30,GRADE_CHANGE,GSM80 → GSM100
2025-10-10 02:45:45,GRADE_CHANGE,GSM100 → GSM120
2025-10-10 04:51:45,GRADE_CHANGE,GSM120 → GSM80
2025-10-10 09:10:15,GRADE_CHANGE,GSM80 → GSM100
2025-10-10 11:18:30,GRADE_CHANGE,GSM100 → GSM120
2025-10-10 15:33:15,GRADE_CHANGE,GSM120 → GSM80
2025-10-10 19:44:00,GRADE_CHANGE,GSM80 → GSM100
2025-10-10 21:49:45,GRADE_CHANGE,GSM100 → GSM120
2025-10-11 02:08:45,GRADE_CHANGE,GSM120 → GSM80
2025-10-11 04:12:45,GRADE_CHANGE,GSM80 → GSM100
2025-10-11 08:25:30,GRADE_CHANGE,GSM100 → GSM120
2025-10-11 10:28:15,GRADE_CHANGE,GSM120 → GSM80
2025-10-11 16:45:15,GRADE_CHANGE,GSM80 → GSM100
2025-10-11 21:01:30,GRADE_CHANGE,GSM100 → GSM120
2025-10-11 23:08:45,GRADE_CHANGE,GSM120 → GSM80
2025-10-12 01:21:30,GRADE_CHANGE,GSM80 → GSM100
2025-10-12 07:48:30,GRADE_CHANGE,GSM100 → GSM120
2025-10-12 12:01:30,GRADE_CHANGE,GSM120 → GSM80
2025-10-12 16:15:00,GRADE_CHANGE,GSM80 → GSM100
2025-10-12 20:29:15,GRADE_CHANGE,GSM100 → GSM120
2025-10-12 22:32:15,GRADE_CHANGE,GSM120 → GSM80
2025-10-13 02:46:00,GRADE_CHANGE,GSM80 → GSM100
2025-10-13 04:50:30,GRADE_CHANGE,GSM100 → GSM120
2025-10-13 09:05:30,GRADE_CHANGE,GSM120 → GSM80
2025-10-13 13:17:15,GRADE_CHANGE,GSM80 → GSM100
2025-10-13 15:21:45,GRADE_CHANGE,GSM100 → GSM120
2025-10-13 17:27:30,GRADE_CHANGE,GSM120 → GSM80
2025-10-13 21:36:45,GRADE_CHANGE,GSM80 → GSM100
2025-10-13 23:44:15,GRADE_CHANGE,GSM100 → GSM120
2025-10-14 04:05:15,GRADE_CHANGE,GSM120 → GSM80
2025-10-14 08:19:45,GRADE_CHANGE,GSM80 → GSM100
2025-10-14 14:40:45,GRADE_CHANGE,GSM100 → GSM120
2025-10-14 16:47:30,GRADE_CHANGE,GSM120 → GSM80
2025-10-14 21:07:45,GRADE_CHANGE,GSM80 → GSM100
2025-10-15 01:20:15,GRADE_CHANGE,GSM100 → GSM120
2025-10-15 05:37:00,GRADE_CHANGE,GSM120 → GSM80
2025-10-15 09:52:45,GRADE_CHANGE,GSM80 → GSM100
2025-10-15 14:09:30,GRADE_CHANGE,GSM100 → GSM120
2025-10-15 18:17:45,GRADE_CHANGE,GSM120 → GSM80
2025-10-15 20:27:45,GRADE_CHANGE,GSM80 → GSM100
2025-10-16 00:44:00,GRADE_CHANGE,GSM100 → GSM120
2025-10-16 02:44:00,GRADE_CHANGE,GSM120 → GSM80
2025-10-16 04:50:00,GRADE_CHANGE,GSM80 → GSM100
2025-10-16 06:52:00,GRADE_CHANGE,GSM100 → GSM120
2025-10-16 11:05:45,GRADE_CHANGE,GSM120 → GSM80
2025-10-16 15:20:45,GRADE_CHANGE,GSM80 → GSM100
2025-10-16 17:31:45,GRADE_CHANGE,GSM100 → GSM120
2025-10-16 23:52:15,GRADE_CHANGE,GSM120 → GSM80
2025-10-17 02:05:45,GRADE_CHANGE,GSM80 → GSM100
2025-10-17 06:18:00,GRADE_CHANGE,GSM100 → GSM120
2025-10-17 10:39:00,GRADE_CHANGE,GSM120 → GSM80
2025-10-17 12:43:45,GRADE_CHANGE,GSM80 → GSM100
2025-10-17 14:48:45,GRADE_CHANGE,GSM100 → GSM120
2025-10-17 19:06:30,GRADE_CHANGE,GSM120 → GSM80
2025-10-17 21:17:00,GRADE_CHANGE,GSM80 → GSM100
2025-10-18 01:34:30,GRADE_CHANGE,GSM100 → GSM120
2025-10-18 05:45:00,GRADE_CHANGE,GSM120 → GSM80
2025-10-18 09:58:30,GRADE_CHANGE,GSM80 → GSM100
2025-10-18 16:23:30,GRADE_CHANGE,GSM100 → GSM120
2025-10-18 20:35:45,GRADE_CHANGE,GSM120 → GSM80
2025-10-18 22:45:00,GRADE_CHANGE,GSM80 → GSM100
2025-10-19 05:12:00,GRADE_CHANGE,GSM100 → GSM120
2025-10-19 07:19:15,GRADE_CHANGE,GSM120 → GSM80
2025-10-19 13:33:00,GRADE_CHANGE,GSM80 → GSM100
2025-10-19 17:44:45,GRADE_CHANGE,GSM100 → GSM120
2025-10-19 19:53:15,GRADE_CHANGE,GSM120 → GSM80
2025-10-19 22:01:30,GRADE_CHANGE,GSM80 → GSM100
2025-10-20 02:23:45,GRADE_CHANGE,GSM100 → GSM120
2025-10-20 04:27:45,GRADE_CHANGE,GSM120 → GSM80
2025-10-20 10:51:00,GRADE_CHANGE,GSM80 → GSM100
2025-10-20 15:06:00,GRADE_CHANGE,GSM100 → GSM120
2025-10-20 17:10:30,GRADE_CHANGE,GSM120 → GSM80
2025-10-20 21:19:15,GRADE_CHANGE,GSM80 → GSM100
2025-10-20 23:28:45,GRADE_CHANGE,GSM100 → GSM120
2025-10-21 03:42:45,GRADE_CHANGE,GSM120 → GSM80
2025-10-21 05:47:15,GRADE_CHANGE,GSM80 → GSM100
2025-10-21 07:56:45,GRADE_CHANGE,GSM100 → GSM120
2025-10-21 14:10:30,GRADE_CHANGE,GSM120 → GSM80
2025-10-21 16:12:30,GRADE_CHANGE,GSM80 → GSM100
2025-10-21 20:26:00,GRADE_CHANGE,GSM100 → GSM120
2025-10-22 00:37:45,GRADE_CHANGE,GSM120 → GSM80
2025-10-22 04:53:15,GRADE_CHANGE,GSM80 → GSM100
2025-10-22 09:02:00,GRADE_CHANGE,GSM100 → GSM120
2025-10-22 13:08:15,GRADE_CHANGE,GSM120 → GSM80
2025-10-22 17:16:30,GRADE_CHANGE,GSM80 → GSM100
2025-10-22 19:26:15,GRADE_CHANGE,GSM100 → GSM120
2025-10-22 23:40:15,GRADE_CHANGE,GSM120 → GSM80
2025-10-23 01:52:30,GRADE_CHANGE,GSM80 → GSM100
2025-10-23 04:02:30,GRADE_CHANGE,GSM100 → GSM120
2025-10-23 08:14:45,GRADE_CHANGE,GSM120 → GSM80
2025-10-23 12:33:00,GRADE_CHANGE,GSM80 → GSM100
2025-10-23 14:34:15,GRADE_CHANGE,GSM100 → GSM120
2025-10-23 18:49:45,GRADE_CHANGE,GSM120 → GSM80
2025-10-23 23:03:00,GRADE_CHANGE,GSM80 → GSM100
2025-10-24 01:09:30,GRADE_CHANGE,GSM100 → GSM120
2025-10-24 03:17:45,GRADE_CHANGE,GSM120 → GSM80
2025-10-24 07:27:30,GRADE_CHANGE,GSM80 → GSM100
2025-10-24 13:58:30,GRADE_CHANGE,GSM100 → GSM120
2025-10-24 16:07:45,GRADE_CHANGE,GSM120 → GSM80
2025-10-24 20:35:00,GRADE_CHANGE,GSM80 → GSM100
2025-10-25 00:54:00,GRADE_CHANGE,GSM100 → GSM120
2025-10-25 02:58:15,GRADE_CHANGE,GSM120 → GSM80
2025-10-25 09:19:45,GRADE_CHANGE,GSM80 → GSM100
2025-10-25 11:28:45,GRADE_CHANGE,GSM100 → GSM120
2025-10-25 15:47:30,GRADE_CHANGE,GSM120 → GSM80
2025-10-25 20:04:30,GRADE_CHANGE,GSM80 → GSM100
2025-10-26 00:14:30,GRADE_CHANGE,GSM100 → GSM120
2025-10-26 02:18:30,GRADE_CHANGE,GSM120 → GSM80
2025-10-26 06:31:30,GRADE_CHANGE,GSM80 → GSM100
2025-10-26 10:39:45,GRADE_CHANGE,GSM100 → GSM120
2025-10-26 12:46:15,GRADE_CHANGE,GSM120 → GSM80
2025-10-26 14:50:30,GRADE_CHANGE,GSM80 → GSM100
2025-10-26 19:04:15,GRADE_CHANGE,GSM100 → GSM120
2025-10-26 23:17:30,GRADE_CHANGE,GSM120 → GSM80
2025-10-27 01:22:15,GRADE_CHANGE,GSM80 → GSM100
2025-10-27 05:42:00,GRADE_CHANGE,GSM100 → GSM120
2025-10-27 07:53:45,GRADE_CHANGE,GSM120 → GSM80
2025-10-27 12:12:15,GRADE_CHANGE,GSM80 → GSM100
2025-10-27 14:17:45,GRADE_CHANGE,GSM100 → GSM120
2025-10-27 16:28:30,MAINTENANCE,Vacuum pump #2 belt replaced
2025-10-27 18:34:30,GRADE_CHANGE,GSM120 → GSM80
2025-10-27 22:50:15,GRADE_CHANGE,GSM80 → GSM100
2025-10-28 03:02:30,GRADE_CHANGE,GSM100 → GSM120
2025-10-28 05:10:45,GRADE_CHANGE,GSM120 → GSM80
2025-10-28 09:16:30,GRADE_CHANGE,GSM80 → GSM100
2025-10-28 11:25:00,GRADE_CHANGE,GSM100 → GSM120
2025-10-28 15:31:30,GRADE_CHANGE,GSM120 → GSM80
2025-10-28 21:53:15,GRADE_CHANGE,GSM80 → GSM100
2025-10-28 23:56:15,GRADE_CHANGE,GSM100 → GSM120
2025-10-29 04:10:45,GRADE_CHANGE,GSM120 → GSM80
2025-10-29 08:23:30,GRADE_CHANGE,GSM80 → GSM100
2025-10-29 12:30:15,GRADE_CHANGE,GSM100 → GSM120
2025-10-29 16:41:15,GRADE_CHANGE,GSM120 → GSM80
2025-10-29 18:44:45,GRADE_CHANGE,GSM80 → GSM100
2025-10-29 20:54:45,GRADE_CHANGE,GSM100 → GSM120
2025-10-30 03:16:45,GRADE_CHANGE,GSM120 → GSM80
2025-10-30 07:30:30,GRADE_CHANGE,GSM80 → GSM100
2025-10-30 11:45:15,GRADE_CHANGE,GSM100 → GSM120
2025-10-30 15:51:30,GRADE_CHANGE,GSM120 → GSM80
2025-10-30 17:54:00,GRADE_CHANGE,GSM80 → GSM100
2025-10-30 22:04:15,GRADE_CHANGE,GSM100 → GSM120
2025-10-31 02:19:15,GRADE_CHANGE,GSM120 → GSM80
2025-10-31 08:44:30,GRADE_CHANGE,GSM80 → GSM100
2025-10-31 12:58:00,GRADE_CHANGE,GSM100 → GSM120
2025-10-31 17:11:45,GRADE_CHANGE,GSM120 → GSM80
2025-10-31 19:24:45,GRADE_CHANGE,GSM80 → GSM100
2025-10-31 21:29:45,GRADE_CHANGE,GSM100 → GSM120
2025-11-01 03:48:15,GRADE_CHANGE,GSM120 → GSM80
2025-11-01 06:01:30,GRADE_CHANGE,GSM80 → GSM100
2025-11-01 08:07:45,GRADE_CHANGE,GSM100 → GSM120
2025-11-01 12:27:15,GRADE_CHANGE,GSM120 → GSM80
2025-11-01 16:44:15,GRADE_CHANGE,GSM80 → GSM100
2025-11-01 18:45:00,GRADE_CHANGE,GSM100 → GSM120
2025-11-01 20:49:00,GRADE_CHANGE,GSM120 → GSM80
2025-11-02 01:04:00,GRADE_CHANGE,GSM80 → GSM100
2025-11-02 05:14:15,GRADE_CHANGE,GSM100 → GSM120
2025-11-02 09:28:00,GRADE_CHANGE,GSM120 → GSM80
2025-11-02 11:33:15,GRADE_CHANGE,GSM80 → GSM100
2025-11-02 15:38:30,GRADE_CHANGE,GSM100 → GSM120
2025-11-02 17:45:45,GRADE_CHANGE,GSM120 → GSM80
2025-11-02 21:55:30,GRADE_CHANGE,GSM80 → GSM100
2025-11-03 02:07:30,GRADE_CHANGE,GSM100 → GSM120
2025-11-03 06:23:00,GRADE_CHANGE,GSM120 → GSM80
2025-11-03 10:33:45,GRADE_CHANGE,GSM80 → GSM100
2025-11-03 14:42:00,GRADE_CHANGE,GSM100 → GSM120
2025-11-03 18:51:30,GRADE_CHANGE,GSM120 → GSM80
2025-11-03 20:57:15,GRADE_CHANGE,GSM80 → GSM100
2025-11-04 01:08:15,GRADE_CHANGE,GSM100 → GSM120
2025-11-04 03:10:00,GRADE_CHANGE,GSM120 → GSM80
2025-11-04 05:15:30,GRADE_CHANGE,GSM80 → GSM100
2025-11-04 11:34:30,GRADE_CHANGE,GSM100 → GSM120
2025-11-04 15:46:45,GRADE_CHANGE,GSM120 → GSM80
2025-11-04 20:00:30,GRADE_CHANGE,GSM80 → GSM100
2025-11-05 00:25:15,GRADE_CHANGE,GSM100 → GSM120
2025-11-05 04:38:15,GRADE_CHANGE,GSM120 → GSM80
2025-11-05 08:53:30,GRADE_CHANGE,GSM80 → GSM100
2025-11-05 13:09:00,GRADE_CHANGE,GSM100 → GSM120
2025-11-05 15:17:30,GRADE_CHANGE,GSM120 → GSM80
2025-11-05 19:29:30,GRADE_CHANGE,GSM80 → GSM100
2025-11-05 23:44:15,GRADE_CHANGE,GSM100 → GSM120
2025-11-06 01:55:45,GRADE_CHANGE,GSM120 → GSM80
2025-11-06 04:00:30,GRADE_CHANGE,GSM80 → GSM100
2025-11-06 08:15:00,GRADE_CHANGE,GSM100 → GSM120
2025-11-06 10:23:15,GRADE_CHANGE,GSM120 → GSM80
2025-11-06 16:46:00,GRADE_CHANGE,GSM80 → GSM100
2025-11-06 20:55:15,GRADE_CHANGE,GSM100 → GSM120
2025-11-07 03:14:45,GRADE_CHANGE,GSM120 → GSM80
2025-11-07 05:23:00,GRADE_CHANGE,GSM80 → GSM100
2025-11-07 07:30:15,GRADE_CHANGE,GSM100 → GSM120
2025-11-07 11:44:00,GRADE_CHANGE,GSM120 → GSM80
2025-11-07 16:02:45,GRADE_CHANGE,GSM80 → GSM100
2025-11-07 22:22:30,GRADE_CHANGE,GSM100 → GSM120
2025-11-08 02:32:45,GRADE_CHANGE,GSM120 → GSM80
2025-11-08 06:43:15,GRADE_CHANGE,GSM80 → GSM100
2025-11-08 11:07:45,GRADE_CHANGE,GSM100 → GSM120
2025-11-08 13:13:00,GRADE_CHANGE,GSM120 → GSM80
2025-11-08 19:37:00,GRADE_CHANGE,GSM80 → GSM100
2025-11-08 21:39:00,GRADE_CHANGE,GSM100 → GSM120
2025-11-08 23:45:30,GRADE_CHANGE,GSM120 → GSM80
2025-11-09 03:59:00,GRADE_CHANGE,GSM80 → GSM100
2025-11-09 08:11:45,GRADE_CHANGE,GSM100 → GSM120
2025-11-09 12:21:30,GRADE_CHANGE,GSM120 → GSM80
2025-11-09 16:31:15,GRADE_CHANGE,GSM80 → GSM100
2025-11-09 18:38:45,GRADE_CHANGE,GSM100 → GSM120
2025-11-09 22:46:15,GRADE_CHANGE,GSM120 → GSM80
2025-11-10 05:05:00,GRADE_CHANGE,GSM80 → GSM100
2025-11-10 07:15:15,GRADE_CHANGE,GSM100 → GSM120
2025-11-10 11:23:15,GRADE_CHANGE,GSM120 → GSM80
2025-11-10 15:39:30,GRADE_CHANGE,GSM80 → GSM100
2025-11-10 19:57:45,GRADE_CHANGE,GSM100 → GSM120
2025-11-11 00:09:00,GRADE_CHANGE,GSM120 → GSM80
2025-11-11 04:19:45,GRADE_CHANGE,GSM80 → GSM100
2025-11-11 08:31:00,GRADE_CHANGE,GSM100 → GSM120
2025-11-11 10:35:30,GRADE_CHANGE,GSM120 → GSM80
2025-11-11 14:48:00,GRADE_CHANGE,GSM80 → GSM100
2025-11-11 21:10:45,GRADE_CHANGE,GSM100 → GSM120
2025-11-12 01:25:45,GRADE_CHANGE,GSM120 → GSM80
2025-11-12 05:46:30,GRADE_CHANGE,GSM80 → GSM100
2025-11-12 10:04:45,GRADE_CHANGE,GSM100 → GSM120
2025-11-12 12:07:45,CALIBRATION,Headbox pressure transmitter recalibrated (offset +0.35 kPa)
2025-11-12 14:16:15,GRADE_CHANGE,GSM120 → GSM80
2025-11-12 18:34:15,GRADE_CHANGE,GSM80 → GSM100
2025-11-12 22:51:15,GRADE_CHANGE,GSM100 → GSM120
2025-11-13 02:59:00,GRADE_CHANGE,GSM120 → GSM80
2025-11-13 07:15:30,GRADE_CHANGE,GSM80 → GSM100
2025-11-13 13:45:00,GRADE_CHANGE,GSM100 → GSM120
2025-11-13 15:52:00,GRADE_CHANGE,GSM120 → GSM80
2025-11-13 20:00:30,GRADE_CHANGE,GSM80 → GSM100
2025-11-13 22:10:45,GRADE_CHANGE,GSM100 → GSM120
2025-11-14 02:23:30,GRADE_CHANGE,GSM120 → GSM80
2025-11-14 04:31:45,GRADE_CHANGE,GSM80 → GSM100
2025-11-14 06:44:30,GRADE_CHANGE,GSM100 → GSM120
2025-11-14 10:56:45,GRADE_CHANGE,GSM120 → GSM80
2025-11-14 15:14:45,GRADE_CHANGE,GSM80 → GSM100
2025-11-14 17:16:30,GRADE_CHANGE,GSM100 → GSM120
2025-11-14 21:33:30,GRADE_CHANGE,GSM120 → GSM80
2025-11-14 23:35:30,GRADE_CHANGE,GSM80 → GSM100
2025-11-15 03:42:45,GRADE_CHANGE,GSM100 → GSM120
2025-11-15 05:54:45,GRADE_CHANGE,GSM120 → GSM80
2025-11-15 10:07:15,GRADE_CHANGE,GSM80 → GSM100
2025-11-15 12:14:15,GRADE_CHANGE,GSM100 → GSM120
2025-11-15 16:31:15,GRADE_CHANGE,GSM120 → GSM80
2025-11-15 20:41:15,GRADE_CHANGE,GSM80 → GSM100
2025-11-16 00:51:00,GRADE_CHANGE,GSM100 → GSM120
2025-11-16 03:00:15,GRADE_CHANGE,GSM120 → GSM80
2025-11-16 05:04:15,GRADE_CHANGE,GSM80 → GSM100
2025-11-16 09:14:30,GRADE_CHANGE,GSM100 → GSM120
2025-11-16 11:20:00,GRADE_CHANGE,GSM120 → GSM80
2025-11-16 15:38:45,GRADE_CHANGE,GSM80 → GSM100
2025-11-16 19:52:15,GRADE_CHANGE,GSM100 → GSM120
2025-11-17 02:21:30,GRADE_CHANGE,GSM120 → GSM80
2025-11-17 06:37:30,GRADE_CHANGE,GSM80 → GSM100
2025-11-17 08:42:00,GRADE_CHANGE,GSM100 → GSM120
