ts_event,event_type,description
2025-11-17 12:56:30,GRADE_CHANGE,GSM120 → GSM80
2025-11-17 17:11:15,GRADE_CHANGE,GSM80 → GSM100
2025-11-17 19:17:00,GRADE_CHANGE,GSM100 → GSM120
2025-11-17 23:38:15,GRADE_CHANGE,GSM120 → GSM80
2025-11-18 01:41:45,GRADE_CHANGE,GSM80 → GSM100
2025-11-18 05:55:45,GRADE_CHANGE,GSM100 → GSM120
2025-11-18 10:13:45,GRADE_CHANGE,GSM120 → GSM80
2025-11-18 14:25:45,GRADE_CHANGE,GSM80 → GSM100
2025-11-18 18:36:00,GRADE_CHANGE,GSM100 → GSM120
2025-11-18 20:42:45,GRADE_CHANGE,GSM120 → GSM80
2025-11-18 22:45:15,GRADE_CHANGE,GSM80 → GSM100
2025-11-19 02:56:30,GRADE_CHANGE,GSM100 → GSM120
2025-11-19 07:06:30,GRADE_CHANGE,GSM120 → GSM80
2025-11-19 11:18:15,GRADE_CHANGE,GSM80 → GSM100
2025-11-19 15:35:00,GRADE_CHANGE,GSM100 → GSM120
2025-11-19 17:37:15,GRADE_CHANGE,GSM120 → GSM80
2025-11-19 21:47:45,GRADE_CHANGE,GSM80 → GSM100
2025-11-20 04:13:00,GRADE_CHANGE,GSM100 → GSM120
2025-11-20 06:18:30,GRADE_CHANGE,GSM120 → GSM80
2025-11-20 10:31:45,GRADE_CHANGE,GSM80 → GSM100
2025-11-20 14:48:00,GRADE_CHANGE,GSM100 → GSM120
2025-11-20 16:53:45,GRADE_CHANGE,GSM120 → GSM80
2025-11-20 21:01:45,GRADE_CHANGE,GSM80 → GSM100
2025-11-21 01:16:00,GRADE_CHANGE,GSM100 → GSM120
2025-11-21 03:25:30,GRADE_CHANGE,GSM120 → GSM80
2025-11-21 05:37:15,GRADE_CHANGE,GSM80 → GSM100
2025-11-21 07:53:30,GRADE_CHANGE,GSM100 → GSM120
2025-11-21 10:02:45,GRADE_CHANGE,GSM120 → GSM80
2025-11-21 14:15:45,GRADE_CHANGE,GSM80 → GSM100
2025-11-21 20:35:30,GRADE_CHANGE,GSM100 → GSM120
2025-11-21 22:41:45,GRADE_CHANGE,GSM120 → GSM80
2025-11-22 00:45:00,GRADE_CHANGE,GSM80 → GSM100
2025-11-22 04:53:30,GRADE_CHANGE,GSM100 → GSM120
2025-11-22 09:08:30,GRADE_CHANGE,GSM120 → GSM80
2025-11-22 11:15:30,GRADE_CHANGE,GSM80 → GSM100
2025-11-22 15:26:00,GRADE_CHANGE,GSM100 → GSM120
2025-11-22 17:31:30,GRADE_CHANGE,GSM120 → GSM80
2025-11-22 21:48:45,GRADE_CHANGE,GSM80 → GSM100
2025-11-23 02:02:30,GRADE_CHANGE,GSM100 → GSM120
2025-11-23 04:08:30,GRADE_CHANGE,GSM120 → GSM80
2025-11-23 08:15:45,GRADE_CHANGE,GSM80 → GSM100
2025-11-23 12:27:30,GRADE_CHANGE,GSM100 → GSM120
2025-11-23 14:33:30,GRADE_CHANGE,GSM120 → GSM80
2025-11-23 20:55:00,GRADE_CHANGE,GSM80 → GSM100
2025-11-24 01:02:15,GRADE_CHANGE,GSM100 → GSM120
2025-11-24 03:15:00,GRADE_CHANGE,GSM120 → GSM80
2025-11-24 05:27:45,GRADE_CHANGE,GSM80 → GSM100
2025-11-24 09:45:00,GRADE_CHANGE,GSM100 → GSM120
2025-11-24 11:58:15,GRADE_CHANGE,GSM120 → GSM80
2025-11-24 16:08:30,GRADE_CHANGE,GSM80 → GSM100
2025-11-24 20:20:00,GRADE_CHANGE,GSM100 → GSM120
2025-11-25 00:34:45,GRADE_CHANGE,GSM120 → GSM80
2025-11-25 04:47:00,GRADE_CHANGE,GSM80 → GSM100
2025-11-25 08:52:45,GRADE_CHANGE,GSM100 → GSM120
2025-11-25 10:58:30,GRADE_CHANGE,GSM120 → GSM80
2025-11-25 15:12:45,GRADE_CHANGE,GSM80 → GSM100
2025-11-25 21:27:45,GRADE_CHANGE,GSM100 → GSM120
2025-11-25 23:38:15,GRADE_CHANGE,GSM120 → GSM80
2025-11-26 05:57:15,GRADE_CHANGE,GSM80 → GSM100
2025-11-26 10:15:00,GRADE_CHANGE,GSM100 → GSM120
2025-11-26 12:20:30,GRADE_CHANGE,GSM120 → GSM80
2025-11-26 14:24:00,GRADE_CHANGE,GSM80 → GSM100
2025-11-26 16:30:00,GRADE_CHANGE,GSM100 → GSM120
2025-11-26 18:31:30,GRADE_CHANGE,GSM120 → GSM80
2025-11-26 22:45:30,GRADE_CHANGE,GSM80 → GSM100
2025-11-27 02:55:45,GRADE_CHANGE,GSM100 → GSM120
2025-11-27 04:58:45,GRADE_CHANGE,GSM120 → GSM80
2025-11-27 07:06:00,GRADE_CHANGE,GSM80 → GSM100
2025-11-27 11:19:00,GRADE_CHANGE,GSM100 → GSM120
2025-11-27 13:28:30,GRADE_CHANGE,GSM120 → GSM80
2025-11-27 19:47:45,GRADE_CHANGE,GSM80 → GSM100
2025-11-27 21:49:45,GRADE_CHANGE,GSM100 → GSM120
2025-11-27 23:59:30,GRADE_CHANGE,GSM120 → GSM80
2025-11-28 04:16:00,GRADE_CHANGE,GSM80 → GSM100
2025-11-28 08:32:30,GRADE_CHANGE,GSM100 → GSM120
2025-11-28 08:32:30,BOIL_OUT,Approach system boil-out (acid wash)
2025-11-28 14:53:45,GRADE_CHANGE,GSM120 → GSM80
2025-11-28 19:05:30,GRADE_CHANGE,GSM80 → GSM100
2025-11-28 23:19:00,GRADE_CHANGE,GSM100 → GSM120
2025-11-29 01:29:00,GRADE_CHANGE,GSM120 → GSM80
2025-11-29 05:44:45,GRADE_CHANGE,GSM80 → GSM100
2025-11-29 10:00:30,GRADE_CHANGE,GSM100 → GSM120
2025-11-29 14:16:30,GRADE_CHANGE,GSM120 → GSM80
2025-11-29 18:28:30,GRADE_CHANGE,GSM80 → GSM100
2025-11-29 22:42:00,GRADE_CHANGE,GSM100 → GSM120
2025-11-30 00:50:00,GRADE_CHANGE,GSM120 → GSM80
2025-11-30 07:23:00,GRADE_CHANGE,GSM80 → GSM100
2025-11-30 09:27:15,GRADE_CHANGE,GSM100 → GSM120
2025-11-30 15:53:45,GRADE_CHANGE,GSM120 → GSM80
2025-11-30 20:12:00,GRADE_CHANGE,GSM80 → GSM100
2025-11-30 22:14:15,GRADE_CHANGE,GSM100 → GSM120
2025-12-01 03:38:15,BREAK,Paper break at press section
2025-12-01 04:38:30,GRADE_CHANGE,GSM120 → GSM80
2025-12-01 08:51:15,GRADE_CHANGE,GSM80 → GSM100
2025-12-01 10:58:45,GRADE_CHANGE,GSM100 → GSM120
2025-12-01 15:11:00,GRADE_CHANGE,GSM120 → GSM80
2025-12-01 19:24:15,GRADE_CHANGE,GSM80 → GSM100
2025-12-01 23:43:15,GRADE_CHANGE,GSM100 → GSM120
2025-12-02 04:01:30,GRADE_CHANGE,GSM120 → GSM80
2025-12-02 08:16:30,GRADE_CHANGE,GSM80 → GSM100
2025-12-02 12:35:45,GRADE_CHANGE,GSM100 → GSM120
2025-12-02 14:41:30,GRADE_CHANGE,GSM120 → GSM80
2025-12-02 18:57:15,GRADE_CHANGE,GSM80 → GSM100
2025-12-02 21:06:00,GRADE_CHANGE,GSM100 → GSM120
2025-12-02 23:10:15,GRADE_CHANGE,GSM120 → GSM80
2025-12-03 05:33:00,GRADE_CHANGE,GSM80 → GSM100
2025-12-03 09:52:00,GRADE_CHANGE,GSM100 → GSM120
2025-12-03 14:02:45,GRADE_CHANGE,GSM120 → GSM80
2025-12-03 18:14:45,GRADE_CHANGE,GSM80 → GSM100
2025-12-03 22:25:00,GRADE_CHANGE,GSM100 → GSM120
2025-12-04 00:30:30,GRADE_CHANGE,GSM120 → GSM80
2025-12-04 04:43:00,GRADE_CHANGE,GSM80 → GSM100
2025-12-04 09:00:00,GRADE_CHANGE,GSM100 → GSM120
2025-12-04 13:15:30,GRADE_CHANGE,GSM120 → GSM80
2025-12-04 17:26:15,GRADE_CHANGE,GSM80 → GSM100
2025-12-04 21:43:30,GRADE_CHANGE,GSM100 → GSM120
2025-12-04 23:54:00,GRADE_CHANGE,GSM120 → GSM80
2025-12-05 04:10:30,GRADE_CHANGE,GSM80 → GSM100
2025-12-05 06:17:15,GRADE_CHANGE,GSM100 → GSM120
2025-12-05 10:26:30,GRADE_CHANGE,GSM120 → GSM80
2025-12-05 14:35:15,GRADE_CHANGE,GSM80 → GSM100
2025-12-05 18:49:45,GRADE_CHANGE,GSM100 → GSM120
2025-12-05 20:55:00,GRADE_CHANGE,GSM120 → GSM80
2025-12-06 01:07:30,GRADE_CHANGE,GSM80 → GSM100
2025-12-06 03:09:00,GRADE_CHANGE,GSM100 → GSM120
2025-12-06 07:18:15,GRADE_CHANGE,GSM120 → GSM80
2025-12-06 11:37:30,GRADE_CHANGE,GSM80 → GSM100
2025-12-06 13:40:45,GRADE_CHANGE,GSM100 → GSM120
2025-12-06 15:44:30,GRADE_CHANGE,GSM120 → GSM80
2025-12-06 19:47:45,GRADE_CHANGE,GSM80 → GSM100
2025-12-06 22:00:15,GRADE_CHANGE,GSM100 → GSM120
2025-12-07 02:13:45,GRADE_CHANGE,GSM120 → GSM80
2025-12-07 08:31:15,GRADE_CHANGE,GSM80 → GSM100
2025-12-07 10:39:15,GRADE_CHANGE,GSM100 → GSM120
2025-12-07 12:45:45,GRADE_CHANGE,GSM120 → GSM80
2025-12-07 16:59:15,GRADE_CHANGE,GSM80 → GSM100
2025-12-07 21:12:30,GRADE_CHANGE,GSM100 → GSM120
2025-12-07 23:26:15,GRADE_CHANGE,GSM120 → GSM80
2025-12-08 05:41:45,GRADE_CHANGE,GSM80 → GSM100
2025-12-08 09:54:30,GRADE_CHANGE,GSM100 → GSM120
2025-12-08 14:14:00,GRADE_CHANGE,GSM120 → GSM80
2025-12-08 20:35:15,GRADE_CHANGE,GSM80 → GSM100
2025-12-08 22:40:45,GRADE_CHANGE,GSM100 → GSM120
2025-12-09 00:47:00,GRADE_CHANGE,GSM120 → GSM80
2025-12-09 05:03:45,GRADE_CHANGE,GSM80 → GSM100
2025-12-09 09:17:30,GRADE_CHANGE,GSM100 → GSM120
2025-12-09 13:28:30,GRADE_CHANGE,GSM120 → GSM80
2025-12-09 17:43:00,GRADE_CHANGE,GSM80 → GSM100
2025-12-09 19:52:15,GRADE_CHANGE,GSM100 → GSM120
2025-12-10 00:07:30,GRADE_CHANGE,GSM120 → GSM80
2025-12-10 02:16:30,GRADE_CHANGE,GSM80 → GSM100
2025-12-10 06:35:15,GRADE_CHANGE,GSM100 → GSM120
2025-12-10 08:39:00,GRADE_CHANGE,GSM120 → GSM80
2025-12-10 10:47:15,GRADE_CHANGE,GSM80 → GSM100
2025-12-10 12:57:00,GRADE_CHANGE,GSM100 → GSM120
2025-12-10 17:04:30,GRADE_CHANGE,GSM120 → GSM80
2025-12-10 21:13:00,GRADE_CHANGE,GSM80 → GSM100
2025-12-11 01:23:45,GRADE_CHANGE,GSM100 → GSM120
2025-12-11 07:46:00,GRADE_CHANGE,GSM120 → GSM80
2025-12-11 09:52:00,GRADE_CHANGE,GSM80 → GSM100
2025-12-11 14:00:45,GRADE_CHANGE,GSM100 → GSM120
2025-12-11 18:14:30,GRADE_CHANGE,GSM120 → GSM80
2025-12-11 20:27:15,GRADE_CHANGE,GSM80 → GSM100
2025-12-12 02:53:00,GRADE_CHANGE,GSM100 → GSM120
2025-12-12 05:00:15,GRADE_CHANGE,GSM120 → GSM80
2025-12-12 09:22:00,GRADE_CHANGE,GSM80 → GSM100
2025-12-12 11:29:00,GRADE_CHANGE,GSM100 → GSM120
2025-12-12 15:47:30,GRADE_CHANGE,GSM120 → GSM80
2025-12-12 19:55:15,GRADE_CHANGE,GSM80 → GSM100
2025-12-13 02:13:15,GRADE_CHANGE,GSM100 → GSM120
2025-12-13 04:21:45,GRADE_CHANGE,GSM120 → GSM80
2025-12-13 08:31:45,GRADE_CHANGE,GSM80 → GSM100
2025-12-13 12:47:00,GRADE_CHANGE,GSM100 → GSM120
2025-12-13 17:03:30,GRADE_CHANGE,GSM120 → GSM80
2025-12-13 21:19:00,GRADE_CHANGE,GSM80 → GSM100
2025-12-14 01:30:15,GRADE_CHANGE,GSM100 → GSM120
2025-12-14 05:41:30,GRADE_CHANGE,GSM120 → GSM80
2025-12-14 07:43:45,GRADE_CHANGE,GSM80 → GSM100
2025-12-14 11:58:30,GRADE_CHANGE,GSM100 → GSM120
2025-12-14 18:15:45,GRADE_CHANGE,GSM120 → GSM80
2025-12-14 20:24:00,GRADE_CHANGE,GSM80 → GSM100
2025-12-14 22:32:45,GRADE_CHANGE,GSM100 → GSM120
2025-12-15 04:46:45,GRADE_CHANGE,GSM120 → GSM80
2025-12-15 09:02:30,GRADE_CHANGE,GSM80 → GSM100
2025-12-15 13:14:30,GRADE_CHANGE,GSM100 → GSM120
2025-12-15 17:24:00,GRADE_CHANGE,GSM120 → GSM80
2025-12-15 19:31:45,GRADE_CHANGE,GSM80 → GSM100
2025-12-15 21:39:45,GRADE_CHANGE,GSM100 → GSM120
2025-12-16 01:46:30,GRADE_CHANGE,GSM120 → GSM80
2025-12-16 03:57:15,GRADE_CHANGE,GSM80 → GSM100
2025-12-16 08:11:30,GRADE_CHANGE,GSM100 → GSM120
2025-12-16 10:18:00,GRADE_CHANGE,GSM120 → GSM80
2025-12-16 16:37:00,GRADE_CHANGE,GSM80 → GSM100
2025-12-16 20:45:45,GRADE_CHANGE,GSM100 → GSM120
2025-12-17 00:56:15,GRADE_CHANGE,GSM120 → GSM80
2025-12-17 05:08:45,GRADE_CHANGE,GSM80 → GSM100
2025-12-17 09:22:00,GRADE_CHANGE,GSM100 → GSM120
2025-12-17 13:40:00,GRADE_CHANGE,GSM120 → GSM80
2025-12-17 17:59:00,GRADE_CHANGE,GSM80 → GSM100
2025-12-17 20:09:00,GRADE_CHANGE,GSM100 → GSM120
2025-12-18 00:26:30,GRADE_CHANGE,GSM120 → GSM80
2025-12-18 06:44:45,GRADE_CHANGE,GSM80 → GSM100
2025-12-18 11:00:30,GRADE_CHANGE,GSM100 → GSM120
2025-12-18 15:14:30,GRADE_CHANGE,GSM120 → GSM80
2025-12-18 19:33:00,GRADE_CHANGE,GSM80 → GSM100
2025-12-18 23:42:45,GRADE_CHANGE,GSM100 → GSM120
2025-12-19 03:56:00,GRADE_CHANGE,GSM120 → GSM80
2025-12-19 08:07:45,GRADE_CHANGE,GSM80 → GSM100
2025-12-19 10:14:15,GRADE_CHANGE,GSM100 → GSM120
2025-12-19 12:21:00,GRADE_CHANGE,GSM120 → GSM80
2025-12-19 16:36:15,GRADE_CHANGE,GSM80 → GSM100
2025-12-19 20:47:30,GRADE_CHANGE,GSM100 → GSM120
2025-12-20 03:13:45,GRADE_CHANGE,GSM120 → GSM80
2025-12-20 05:14:30,GRADE_CHANGE,GSM80 → GSM100
2025-12-20 09:24:30,GRADE_CHANGE,GSM100 → GSM120
2025-12-20 11:30:45,GRADE_CHANGE,GSM120 → GSM80
2025-12-20 17:48:45,GRADE_CHANGE,GSM80 → GSM100
2025-12-20 21:58:15,GRADE_CHANGE,GSM100 → GSM120
2025-12-21 02:11:45,GRADE_CHANGE,GSM120 → GSM80
2025-12-21 06:26:30,GRADE_CHANGE,GSM80 → GSM100
2025-12-21 10:46:30,GRADE_CHANGE,GSM100 → GSM120
2025-12-21 12:48:45,GRADE_CHANGE,GSM120 → GSM80
2025-12-21 14:52:45,GRADE_CHANGE,GSM80 → GSM100
2025-12-21 19:03:00,GRADE_CHANGE,GSM100 → GSM120
2025-12-22 01:12:45,GRADE_CHANGE,GSM120 → GSM80
2025-12-22 05:21:45,GRADE_CHANGE,GSM80 → GSM100
2025-12-22 09:30:45,GRADE_CHANGE,GSM100 → GSM120
2025-12-22 13:40:30,GRADE_CHANGE,GSM120 → GSM80
2025-12-22 17:54:00,GRADE_CHANGE,GSM80 → GSM100
2025-12-23 00:17:00,GRADE_CHANGE,GSM100 → GSM120
2025-12-23 04:34:00,GRADE_CHANGE,GSM120 → GSM80
2025-12-23 08:47:00,GRADE_CHANGE,GSM80 → GSM100
2025-12-23 11:00:00,GRADE_CHANGE,GSM100 → GSM120
2025-12-23 13:09:15,GRADE_CHANGE,GSM120 → GSM80
2025-12-23 19:28:45,GRADE_CHANGE,GSM80 → GSM100
2025-12-23 23:39:45,GRADE_CHANGE,GSM100 → GSM120
2025-12-24 01:49:30,GRADE_CHANGE,GSM120 → GSM80
2025-12-24 06:07:15,GRADE_CHANGE,GSM80 → GSM100
2025-12-24 10:21:15,GRADE_CHANGE,GSM100 → GSM120
2025-12-24 12:23:30,GRADE_CHANGE,GSM120 → GSM80
2025-12-24 16:39:45,GRADE_CHANGE,GSM80 → GSM100
2025-12-24 20:53:15,GRADE_CHANGE,GSM100 → GSM120
2025-12-24 23:01:15,GRADE_CHANGE,GSM120 → GSM80
2025-12-25 05:16:00,GRADE_CHANGE,GSM80 → GSM100
2025-12-25 07:23:00,GRADE_CHANGE,GSM100 → GSM120
2025-12-25 13:43:00,GRADE_CHANGE,GSM120 → GSM80
2025-12-25 15:55:45,GRADE_CHANGE,GSM80 → GSM100
2025-12-25 20:06:30,GRADE_CHANGE,GSM100 → GSM120
2025-12-26 02:23:30,GRADE_CHANGE,GSM120 → GSM80
2025-12-26 04:30:30,GRADE_CHANGE,GSM80 → GSM100
2025-12-26 06:39:00,GRADE_CHANGE,GSM100 → GSM120
2025-12-26 08:43:45,GRADE_CHANGE,GSM120 → GSM80
2025-12-26 12:59:15,GRADE_CHANGE,GSM80 → GSM100
2025-12-26 17:16:00,GRADE_CHANGE,GSM100 → GSM120
2025-12-26 21:26:15,GRADE_CHANGE,GSM120 → GSM80
2025-12-27 01:33:00,GRADE_CHANGE,GSM80 → GSM100
2025-12-27 03:35:30,GRADE_CHANGE,GSM100 → GSM120
2025-12-27 05:44:45,GRADE_CHANGE,GSM120 → GSM80
2025-12-27 07:51:15,GRADE_CHANGE,GSM80 → GSM100
2025-12-27 12:14:30,GRADE_CHANGE,GSM100 → GSM120
2025-12-27 16:22:00,GRADE_CHANGE,GSM120 → GSM80
2025-12-27 20:36:00,GRADE_CHANGE,GSM80 → GSM100
2025-12-28 00:57:45,GRADE_CHANGE,GSM100 → GSM120
2025-12-28 03:08:30,GRADE_CHANGE,GSM120 → GSM80
2025-12-28 07:25:00,GRADE_CHANGE,GSM80 → GSM100
2025-12-28 11:35:00,GRADE_CHANGE,GSM100 → GSM120
2025-12-28 15:48:45,GRADE_CHANGE,GSM120 → GSM80
2025-12-28 20:02:15,GRADE_CHANGE,GSM80 → GSM100
2025-12-29 00:16:30,GRADE_CHANGE,GSM100 → GSM120
2025-12-29 06:27:30,GRADE_CHANGE,GSM120 → GSM80
2025-12-29 08:30:00,GRADE_CHANGE,GSM80 → GSM100
2025-12-29 12:41:45,GRADE_CHANGE,GSM100 → GSM120
2025-12-29 16:55:00,GRADE_CHANGE,GSM120 → GSM80
2025-12-29 19:02:15,GRADE_CHANGE,GSM80 → GSM100
2025-12-29 23:21:00,GRADE_CHANGE,GSM100 → GSM120
2025-12-30 03:42:30,GRADE_CHANGE,GSM120 → GSM80
2025-12-30 07:57:30,GRADE_CHANGE,GSM80 → GSM100
2025-12-30 12:15:15,GRADE_CHANGE,GSM100 → GSM120
2025-12-30 16:19:00,GRADE_CHANGE,GSM120 → GSM80
2025-12-30 18:24:15,GRADE_CHANGE,GSM80 → GSM100
2025-12-30 20:35:00,GRADE_CHANGE,GSM100 → GSM120
2025-12-30 22:39:45,GRADE_CHANGE,GSM120 → GSM80
2025-12-31 00:51:30,GRADE_CHANGE,GSM80 → GSM100
2025-12-31 04:56:15,GRADE_CHANGE,GSM100 → GSM120
2025-12-31 07:04:30,GRADE_CHANGE,GSM120 → GSM80
2025-12-31 11:25:30,GRADE_CHANGE,GSM80 → GSM100
2025-12-31 13:30:30,GRADE_CHANGE,GSM100 → GSM120
2025-12-31 17:52:00,GRADE_CHANGE,GSM120 → GSM80
2025-12-31 22:07:30,GRADE_CHANGE,GSM80 → GSM100
2026-01-01 02:14:45,GRADE_CHANGE,GSM100 → GSM120
2026-01-01 06:24:15,GRADE_CHANGE,GSM120 → GSM80
2026-01-01 08:32:00,GRADE_CHANGE,GSM80 → GSM100
2026-01-01 10:39:15,GRADE_CHANGE,GSM100 → GSM120
2026-01-01 12:45:15,GRADE_CHANGE,GSM120 → GSM80
2026-01-01 14:54:00,GRADE_CHANGE,GSM80 → GSM100
2026-01-01 19:04:15,GRADE_CHANGE,GSM100 → GSM120
2026-01-01 21:10:30,GRADE_CHANGE,GSM120 → GSM80
2026-01-01 23:14:45,GRADE_CHANGE,GSM80 → GSM100
2026-01-02 01:20:30,GRADE_CHANGE,GSM100 → GSM120
2026-01-02 05:28:45,GRADE_CHANGE,GSM120 → GSM80
2026-01-02 07:38:00,GRADE_CHANGE,GSM80 → GSM100
2026-01-02 11:47:30,GRADE_CHANGE,GSM100 → GSM120
2026-01-02 15:53:30,GRADE_CHANGE,GSM120 → GSM80
2026-01-02 20:11:45,GRADE_CHANGE,GSM80 → GSM100
2026-01-02 22:15:45,GRADE_CHANGE,GSM100 → GSM120
2026-01-03 02:28:00,GRADE_CHANGE,GSM120 → GSM80
2026-01-03 06:39:00,GRADE_CHANGE,GSM80 → GSM100
2026-01-03 08:49:30,GRADE_CHANGE,GSM100 → GSM120
2026-01-03 13:01:00,GRADE_CHANGE,GSM120 → GSM80
2026-01-03 19:13:15,GRADE_CHANGE,GSM80 → GSM100
2026-01-03 21:19:15,GRADE_CHANGE,GSM100 → GSM120
2026-01-03 23:28:30,GRADE_CHANGE,GSM120 → GSM80
2026-01-04 03:45:15,GRADE_CHANGE,GSM80 → GSM100
